cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_pdf_parse,has_pmc_xml_parse,full_text_file,url
jempqbk6,f6a6f1fcc991eaf6e733d88adb25a3a7a8e65546,PMC,Sequence and Structure Analysis of Distantly-Related Viruses Reveals Extensive Gene Transfer between Viruses and Hosts and among Viruses,10.3390/v7102882,PMC4632390,26492264.0,cc-by,"The origin and evolution of viruses is a subject of ongoing debate. In this study, we provide a full account of the evolutionary relationships between proteins of significant sequence and structural similarity found in viruses that belong to different classes according to the Baltimore classification. We show that such proteins can be found in viruses from all Baltimore classes. For protein families that include these proteins, we observe two patterns of the taxonomic spread. In the first pattern, they can be found in a large number of viruses from all implicated Baltimore classes. In the other pattern, the instances of the corresponding protein in species from each Baltimore class are restricted to a few compact clades. Proteins with the first pattern of distribution are products of so-called viral hallmark genes reported previously. Additionally, this pattern is displayed by the envelope glycoproteins from Flaviviridae and Bunyaviridae and helicases of superfamilies 1 and 2 that have homologs in cellular organisms. The second pattern can often be explained by horizontal gene transfer from the host or between viruses, an example being Orthomyxoviridae and Coronaviridae hemagglutinin esterases. Another facet of horizontal gene transfer comprises multiple independent introduction events of genes from cellular organisms into otherwise unrelated viruses.",2015-10-19,"Caprari, Silvia; Metzler, Saskia; Lengauer, Thomas; Kalinina, Olga V.",Viruses,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632390/
ryzpy3nw,849541788c0fe480a2fb9e13b20f3937e759b249,PMC,Difficulties in demonstrating long term immunity in FeLV vaccinated cats due to increasing age-related resistance to infection,10.1186/1746-6148-8-125,PMC3433334,22839692.0,cc-by,"BACKGROUND: Feline leukaemia virus (FeLV) is a pathogen causing fatal illness in cats worldwide, and as such there is a high demand for products to protect against disease. The duration of immunity provided by an inactivated FeLV vaccine, Versifel FeLV, when administered to cats of the target age was determined. Kittens received two vaccinations when aged 7 to 9 weeks old, and were subsequently challenged up to 36 months later with the FeLV-A Glasgow isolate. RESULTS: In all studies, all of the younger aged control kittens showed persistent FeLV p27 antigenaemia confirming that the challenge virus was severe and efficacious. In contrast, the control cats did not show the required level of persistent antigenaemia, with a maximum of 45% cats affected in the middle duration study and only 10% in the longer study. However, apart from one animal in the short duration study, all of the cats vaccinated with Versifel FeLV were negative for persistent antigenaemia and can be considered treatment successes. CONCLUSION: In conclusion, we have shown that although age-related resistance to infection with a virulent FeLV challenge is evident from as early as 10 months of age, vaccination with Versifel FeLV may aid in the protection of cats from FeLV related disease up to three years after primary vaccination as kittens.",2012-07-28,"Wilson, Stephen; Greenslade, Juliet; Saunders, Gillian; Holcroft, Catherine; Bruce, Lynn; Scobey, Andy; Childers, Tedd; Sture, Gordon; Thompson, James",BMC Vet Res,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3433334/
74mthqxe,5e11e3105842cf7cedf10e26bff170a52c23cf00,PMC,IFITM Proteins Restrict Viral Membrane Hemifusion,10.1371/journal.ppat.1003124,PMC3554583,23358889.0,cc-by,"The interferon-inducible transmembrane (IFITM) protein family represents a new class of cellular restriction factors that block early stages of viral replication; the underlying mechanism is currently not known. Here we provide evidence that IFITM proteins restrict membrane fusion induced by representatives of all three classes of viral membrane fusion proteins. IFITM1 profoundly suppressed syncytia formation and cell-cell fusion induced by almost all viral fusion proteins examined; IFITM2 and IFITM3 also strongly inhibited their fusion, with efficiency somewhat dependent on cell types. Furthermore, treatment of cells with IFN also markedly inhibited viral membrane fusion and entry. By using the Jaagsiekte sheep retrovirus envelope and influenza A virus hemagglutinin as models for study, we showed that IFITM-mediated restriction on membrane fusion is not at the steps of receptor- and/or low pH-mediated triggering; instead, the creation of hemifusion was essentially blocked by IFITMs. Chlorpromazine (CPZ), a chemical known to promote the transition from hemifusion to full fusion, was unable to rescue the IFITM-mediated restriction on fusion. In contrast, oleic acid (OA), a lipid analog that generates negative spontaneous curvature and thereby promotes hemifusion, virtually overcame the restriction. To explore the possible effect of IFITM proteins on membrane molecular order and fluidity, we performed fluorescence labeling with Laurdan, in conjunction with two-photon laser scanning and fluorescence-lifetime imaging microscopy (FLIM). We observed that the generalized polarizations (GPs) and fluorescence lifetimes of cell membranes expressing IFITM proteins were greatly enhanced, indicating higher molecularly ordered and less fluidized membranes. Collectively, our data demonstrated that IFITM proteins suppress viral membrane fusion before the creation of hemifusion, and suggested that they may do so by reducing membrane fluidity and conferring a positive spontaneous curvature in the outer leaflets of cell membranes. Our study provides novel insight into the understanding of how IFITM protein family restricts viral membrane fusion and infection.",2013-01-24,"Li, Kun; Markosyan, Ruben M.; Zheng, Yi-Min; Golfetto, Ottavia; Bungart, Brittani; Li, Minghua; Ding, Shilei; He, Yuxian; Liang, Chen; Lee, James C.; Gratton, Enrico; Cohen, Fredric S.; Liu, Shan-Lu",PLoS Pathog,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554583/
q0pb681s,0b65341c3090421acaac37ec4c93212277be55bb,PMC,Comparative proteomic analysis reveals different responses in porcine lymph nodes to virulent and attenuated homologous African swine fever virus strains,10.1186/s13567-018-0585-z,PMC6134756,30208957.0,cc-by,"African swine fever (ASF) is a pathology of pigs against which there is no treatment or vaccine. Understanding the equilibrium between innate and adaptive protective responses and immune pathology might contribute to the development of strategies against ASFV. Here we compare, using a proteomic approach, the course of the in vivo infection caused by two homologous strains: the virulent E75 and the attenuated E75CV1. Our results show a progressive loss of proteins by day 7 post-infection (pi) with E75, reflecting tissue destruction. Many signal pathways were affected by both infections but in different ways and extensions. Cytoskeletal remodelling and clathrin-endocytosis were affected by both isolates, while a greater number of proteins involved on inflammatory and immunological pathways were altered by E75CV1. 14-3-3 mediated signalling, related to immunity and apoptosis, was inhibited by both isolates. The implication of the Rho GTPases by E75CV1 throughout infection is also evident. Early events reflected the lack of E75 recognition by the immune system, an evasion strategy acquired by the virulent strains, and significant changes at 7 days post-infection (dpi), coinciding with the peak of infection and the time of death. The protein signature at day 31 pi with E75CV1 seems to reflect events observed at 1 dpi, including the upregulation of proteosomal subunits and molecules described as autoantigens (vimentin, HSPB1, enolase and lymphocyte cytosolic protein 1), which allow the speculation that auto-antibodies could contribute to chronic ASFV infections. Therefore, the use of proteomics could help understand ASFV pathogenesis and immune protection, opening new avenues for future research. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s13567-018-0585-z) contains supplementary material, which is available to authorized users.",2018-09-12,"Herrera-Uribe, Júber; Jiménez-Marín, Ángeles; Lacasta, Anna; Monteagudo, Paula L.; Pina-Pedrero, Sonia; Rodríguez, Fernando; Moreno, Ángela; Garrido, Juan J.",Vet Res,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6134756/
sdjv3nmq,3c67252392670f7eb8bd7ec3c01daf8e2b3a6da9,PMC,Activation of the c-Jun NH(2)-terminal kinase pathway by coronavirus infectious bronchitis virus promotes apoptosis independently of c-Jun,10.1038/s41419-017-0053-0,PMC5870581,29238080.0,cc-by,"Mitogen-activated protein kinases (MAPKs) are conserved protein kinases that regulate a variety of important cellular signaling pathways. Among them, c-Jun N-terminal kinases (JNK) are known to be activated by various environmental stresses including virus infections. Previously, activation of the JNK pathway has been detected in cells infected with several coronaviruses. However, detailed characterization of the pathway as well as its implication in host–virus interactions has not been fully investigated. Here we report that the JNK pathway was activated in cells infected with the avian coronavirus infectious bronchitis virus (IBV). Of the two known upstream MAPK kinases (MKK), MKK7, but not MKK4, was shown to be responsible for IBV-induced JNK activation. Moreover, knockdown and overexpression experiments demonstrated that JNK served as a pro-apoptotic protein during IBV infection. Interestingly, pro-apoptotic activity of JNK was not mediated via c-Jun, but involved modulation of the anti-apoptotic protein B-cell lymphoma 2 (Bcl2). Taken together, JNK constitutes an important aspect of coronavirus–host interaction, along with other MAPKs.",2017-12-13,"Fung, To Sing; Liu, Ding Xiang",Cell Death Dis,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5870581/
e7xwb03g,4997e92b014bb26f8184eae26662a09ffcf4f733,PMC,DGV: Dengue Genographic Viewer,10.3389/fmicb.2016.00875,PMC4894901,27375595.0,cc-by,"Dengue viruses (DENVs) and their vectors are widely distributed throughout the tropical and subtropical regions of the world. An autochthonous case of DENV was reported in Tokyo, Japan, in 2014, for the first time in 70 years. A comprehensive database of DENV sequences containing both serotype and genotype data and epidemiological data is crucial to trace DENV outbreak isolates and promptly respond to outbreaks. We constructed a DENV database containing the serotype, genotype, year and country/region of collection by collecting all publically available DENV sequence information from the National Center for Biotechnology Information (NCBI) and assigning genotype information. We also implemented the web service Dengue Genographic Viewer (DGV), which shows the geographical distribution of each DENV genotype in a user-specified time span. DGV also assigns the serotype and genotype to a user-specified sequence by performing a homology search against the curated DENV database, and shows its homologous sequences with the geographical position and year of collection. DGV also shows the distribution of DENV-infected entrants to Japan by plotting epidemiological data from the Infectious Agents Surveillance Report (IASR), Japan. This overview of the DENV genotype distribution may aid in planning for the control of DENV infections. DGV is freely available online at: (https://gph.niid.go.jp/geograph/dengue/content/genomemap).",2016-06-07,"Yamashita, Akifumi; Sakamoto, Tetsuya; Sekizuka, Tsuyoshi; Kato, Kengo; Takasaki, Tomohiko; Kuroda, Makoto",Front Microbiol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4894901/
cgbb96pz,fae8f01ff5ef7b1737b60dfba0e183bdf482aaba,PMC,Species-specific vulnerability of RanBP2 shaped the evolution of SIV as it transmitted in African apes,10.1371/journal.ppat.1006906,PMC5843284,29518153.0,cc-by,"HIV-1 arose as the result of spillover of simian immunodeficiency viruses (SIVs) from great apes in Africa, namely from chimpanzees and gorillas. Chimpanzees and gorillas were, themselves, infected with SIV after virus spillover from African monkeys. During spillover events, SIV is thought to require adaptation to the new host species. The host barriers that drive viral adaptation have predominantly been attributed to restriction factors, rather than cofactors (host proteins exploited to promote viral replication). Here, we consider the role of one cofactor, RanBP2, in providing a barrier that drove viral genome evolution during SIV spillover events. RanBP2 (also known as Nup358) is a component of the nuclear pore complex known to facilitate nuclear entry of HIV-1. Our data suggest that transmission of SIV from monkeys to chimpanzees, and then from chimpanzees to gorillas, both coincided with changes in the viral capsid that allowed interaction with RanBP2 of the new host species. However, human RanBP2 subsequently provided no barrier to the zoonotic transmission of SIV from chimpanzees or gorillas, indicating that chimpanzee- and gorilla-adapted SIVs are pre-adapted to humans in this regard. Our observations are in agreement with RanBP2 driving virus evolution during cross-species transmissions of SIV, particularly in the transmissions to and between great ape species.",2018-03-08,"Meyerson, Nicholas R.; Warren, Cody J.; Vieira, Daniel A. S. A.; Diaz-Griferro, Felipe; Sawyer, Sara L.",PLoS Pathog,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5843284/
ay67i71v,dfbb7bb506552b06794dbcefe56911e2a91a908b,PMC,"Assessment of Knowledge, Attitude and Practice towards Prevention of Respiratory Tract Infections among Hajj and Umrah Pilgrims from Malaysia in 2018",10.3390/ijerph16224569,PMC6888533,31752224.0,cc-by,"Respiratory tract infection (RTI) is a major public health challenge during the Muslim pilgrimage to Makkah. This study aims to evaluate the knowledge, attitude, and practice of Malaysian Hajj and Umrah pilgrims towards the prevention of RTIs in 2018 and determine correlations among three domains. A cross-sectional study was conducted among 225 Umrah and Hajj pilgrims. Knowledge, attitude, and practice (KAP) towards RTI prevention was assessed by using a validated self-administered questionnaire among pilgrims attending a weekly orientation course organized by private Hajj/Umrah companies. Out of 225 participants, 65.9% of respondents were female with the mean (SD) age of 46.74 (13.38) years. The interquartile range (IQR) score for knowledge is 18.0 (6.0), the mean scores of attitude and practice are 32.65 (4.72) and 25.30 (4.9). respectively. Significant and negative linear correlations between knowledge and practice (r = −0.232, p < 0.001), and attitude and practice (r = 0.134, p = 0.045) were observed. Results from the current study showed good knowledge of RTIs among Malaysian pilgrims. However, a poor attitude was reflected in their preventive practice behaviors. This will further help in the prevention and management of RTIs during Hajj and Umrah. Therefore, an extensive educational health campaign should be provided to pilgrims to create awareness.",2019-11-18,"Dauda Goni, Mohammed; Hasan, Habsah; Naing, Nyi Nyi; Wan-Arfah, Nadiah; Zeiny Deris, Zakuan; Nor Arifin, Wan; Abubakar Baaba, Aisha",Int J Environ Res Public Health,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888533/
vj3wk150,5fc3eedb09f3b7624fec7d2b9afedfffbab47a21,PMC,Regulation of Stress Responses and Translational Control by Coronavirus,10.3390/v8070184,PMC4974519,27384577.0,cc-by,"Similar to other viruses, coronavirus infection triggers cellular stress responses in infected host cells. The close association of coronavirus replication with the endoplasmic reticulum (ER) results in the ER stress responses, which impose a challenge to the viruses. Viruses, in turn, have come up with various mechanisms to block or subvert these responses. One of the ER stress responses is inhibition of the global protein synthesis to reduce the amount of unfolded proteins inside the ER lumen. Viruses have evolved the capacity to overcome the protein translation shutoff to ensure viral protein production. Here, we review the strategies exploited by coronavirus to modulate cellular stress response pathways. The involvement of coronavirus-induced stress responses and translational control in viral pathogenesis will also be briefly discussed.",2016-07-04,"Fung, To Sing; Liao, Ying; Liu, Ding Xiang",Viruses,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4974519/
msmq91d2,7d9f6bae2b7ced5834b4e92e7ef805d85fdea405,PMC,Characterization of Rift Valley Fever Virus MP-12 Strain Encoding NSs of Punta Toro Virus or Sandfly Fever Sicilian Virus,10.1371/journal.pntd.0002181,PMC3630143,23638202.0,cc-by,"Rift Valley fever virus (RVFV; genus Phlebovirus, family Bunyaviridae) is a mosquito-borne zoonotic pathogen which can cause hemorrhagic fever, neurological disorders or blindness in humans, and a high rate of abortion in ruminants. MP-12 strain, a live-attenuated candidate vaccine, is attenuated in the M- and L-segments, but the S-segment retains the virulent phenotype. MP-12 was manufactured as an Investigational New Drug vaccine by using MRC-5 cells and encodes a functional NSs gene, the major virulence factor of RVFV which 1) induces a shutoff of the host transcription, 2) inhibits interferon (IFN)-β promoter activation, and 3) promotes the degradation of dsRNA-dependent protein kinase (PKR). MP-12 lacks a marker for differentiation of infected from vaccinated animals (DIVA). Although MP-12 lacking NSs works for DIVA, it does not replicate efficiently in type-I IFN-competent MRC-5 cells, while the use of type-I IFN-incompetent cells may negatively affect its genetic stability. To generate modified MP-12 vaccine candidates encoding a DIVA marker, while still replicating efficiently in MRC-5 cells, we generated recombinant MP-12 encoding Punta Toro virus Adames strain NSs (rMP12-PTNSs) or Sandfly fever Sicilian virus NSs (rMP12-SFSNSs) in place of MP-12 NSs. We have demonstrated that those recombinant MP-12 viruses inhibit IFN-β mRNA synthesis, yet do not promote the degradation of PKR. The rMP12-PTNSs, but not rMP12-SFSNSs, replicated more efficiently than recombinant MP-12 lacking NSs in MRC-5 cells. Mice vaccinated with rMP12-PTNSs or rMP12-SFSNSs induced neutralizing antibodies at a level equivalent to those vaccinated with MP-12, and were efficiently protected from wild-type RVFV challenge. The rMP12-PTNSs and rMP12-SFSNSs did not induce antibodies cross-reactive to anti-RVFV NSs antibody and are therefore applicable to DIVA. Thus, rMP12-PTNSs is highly efficacious, replicates efficiently in MRC-5 cells, and encodes a DIVA marker, all of which are important for vaccine development for Rift Valley fever.",2013-04-18,"Lihoradova, Olga A.; Indran, Sabarish V.; Kalveram, Birte; Lokugamage, Nandadeva; Head, Jennifer A.; Gong, Bin; Tigabu, Bersabeh; Juelich, Terry L.; Freiberg, Alexander N.; Ikegami, Tetsuro",PLoS Negl Trop Dis,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3630143/
5ghslfgt,80993091f576dc7fdbec10552b45b4af5eec2b8b; 80993091f576dc7fdbec10552b45b4af5eec2b8b,PMC,"Short-term Forecasts of the COVID-19 Epidemic in Guangdong and Zhejiang, China: February 13–23, 2020",10.3390/jcm9020596,PMC7073898,32098289.0,cc-by,"The ongoing COVID-19 epidemic continues to spread within and outside of China, despite several social distancing measures implemented by the Chinese government. Limited epidemiological data are available, and recent changes in case definition and reporting further complicate our understanding of the impact of the epidemic, particularly in the epidemic’s epicenter. Here we use previously validated phenomenological models to generate short-term forecasts of cumulative reported cases in Guangdong and Zhejiang, China. Using daily reported cumulative case data up until 13 February 2020 from the National Health Commission of China, we report 5- and 10-day ahead forecasts of cumulative case reports. Specifically, we generate forecasts using a generalized logistic growth model, the Richards growth model, and a sub-epidemic wave model, which have each been previously used to forecast outbreaks due to different infectious diseases. Forecasts from each of the models suggest the outbreaks may be nearing extinction in both Guangdong and Zhejiang; however, the sub-epidemic model predictions also include the potential for further sustained transmission, particularly in Zhejiang. Our 10-day forecasts across the three models predict an additional 65–81 cases (upper bounds: 169–507) in Guangdong and an additional 44–354 (upper bounds: 141–875) cases in Zhejiang by February 23, 2020. In the best-case scenario, current data suggest that transmission in both provinces is slowing down.",2020-02-22,"Roosa, Kimberlyn; Lee, Yiseul; Luo, Ruiyan; Kirpich, Alexander; Rothenberg, Richard; Hyman, James M.; Yan, Ping; Chowell, Gerardo",J Clin Med,,#1506,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7073898/
xrit0w5i,2e8bc0044aba50cc5c208dbab92d35493e05eb74,PMC,Investigation of antiviral state mediated by interferon-inducible transmembrane protein 1 induced by H9N2 virus and inactivated viral particle in human endothelial cells,10.1186/s12985-017-0875-5,PMC5670731,29100522.0,cc-by,"BACKGROUND: Endothelial cells are believed to play an important role in response to virus infection. Our previous microarray analysis showed that H9N2 virus infection and inactivated viral particle inoculation increased the expression of interferon-inducible transmembrane protein 1 (IFITM1) in human umbilical vein endothelial cells (HUVECs). In present study, we deeply investigated the expression patterns of IFITM1 and IFITM1-mediated antiviral response induced by H9N2 virus infection and inactivated viral particle inoculation in HUVECs. Epithelial cells that are considered target cells of the influenza virus were selected as a reference control. METHODS: First, we quantified the expression levels of IFITM1 in HUVECs induced by H9N2 virus infection or viral particle inoculation using quantitative real-time PCR and western blot. Second, we observed whether hemagglutinin or neuraminidase affected IFITM1 expression in HUVECs. Finally, we investigated the effect of induced-IFITM1 on the antiviral state in HUVECs by siRNA and activation plasmid transfection. RESULTS: Both H9N2 virus infection and viral particle inoculation increased the expression of IFITM1 without elevating the levels of interferon-ɑ/β in HUVECs. HA or NA protein binding alone is not sufficient to increase the levels of IFITM1 and interferon-ɑ/β in HUVECs. IFITM1 induced by viral particle inoculation significantly decreased the virus titers in culture supernatants of HUVECs. CONCLUSIONS: Our results showed that inactivated viral particle inoculation increased the expression of IFITM1 at mRNA and protein levels. Moreover, the induction of IFITM1 expression mediated the antiviral state in HUVECs.",2017-11-03,"Feng, Bo; Zhao, Lihong; Wang, Wei; Wang, Jianfang; Wang, Hongyan; Duan, Huiqin; Zhang, Jianjun; Qiao, Jian",Virol J,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5670731/
2d5ugdqk,efd27ff0ac04dd60838266386aaebb5df80f4fa9,PMC,Aetiology of Acute Respiratory Tract Infections in Hospitalised Children in Cyprus,10.1371/journal.pone.0147041,PMC4720120,26761647.0,cc-by,"In order to improve clinical management and prevention of viral infections in hospitalised children improved etiological insight is needed. The aim of the present study was to assess the spectrum of respiratory viral pathogens in children admitted to hospital with acute respiratory tract infections in Cyprus. For this purpose nasopharyngeal swab samples from 424 children less than 12 years of age with acute respiratory tract infections were collected over three epidemic seasons and were analysed for the presence of the most common 15 respiratory viruses. A viral pathogen was identified in 86% of the samples, with multiple infections being observed in almost 20% of the samples. The most frequently detected viruses were RSV (30.4%) and Rhinovirus (27.4%). RSV exhibited a clear seasonality with marked peaks in January/February, while rhinovirus infections did not exhibit a pronounced seasonality being detected almost throughout the year. While RSV and PIV3 incidence decreased significantly with age, the opposite was observed for influenza A and B as well as adenovirus infections. The data presented expand our understanding of the epidemiology of viral respiratory tract infections in Cypriot children and will be helpful to the clinicians and researchers interested in the treatment and control of viral respiratory tract infections.",2016-01-13,"Richter, Jan; Panayiotou, Christakis; Tryfonos, Christina; Koptides, Dana; Koliou, Maria; Kalogirou, Nikolas; Georgiou, Eleni; Christodoulou, Christina",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4720120/
ehnu83qe,4c4dd391e165ce712cb8871ce3082927bbf21ec9,PMC,Detection of Cytomegalovirus Antibodies Using a Biosensor Based on Imaging Ellipsometry,10.1371/journal.pone.0136253,PMC4546680,26295458.0,cc-by,"BACKGROUND: Cytomegalovirus (CMV) is the most common infectious cause of mental disability in newborns in developed countries. There is an urgent need to establish an early detection and high-throughput screening method for CMV infection using portable detection devices. METHODS: An antibody analysis method is reported for the detection and identification of CMV antibodies in serum using a biosensor based on high spatial resolution imaging ellipsometry (BIE). CMV antigen (CMV-3A) was immobilized on silicon wafers and used to capture CMV antibodies in serum. An antibody against human immunoglobulin G (anti-IgG) was used to confirm the IgG antibody against CMV captured by the CMV-3A. RESULTS: Our results show that this assay is rapid and specific for the identification of IgG antibody against CMV. Further, patient serum was quantitatively assessed using the standard curve method, and the quantitative results were in agreement with the enzyme-linked immunosorbent assay. The CMV antibody detection sensitivity of BIE reached 0.01 IU/mL. CONCLUSIONS: This novel biosensor may be a valuable diagnostic tool for analysis of IgG antibody against CMV during CMV infection screening.",2015-08-21,"Sun, Hongliu; Qi, Cai; Niu, Yu; Kang, Tengfei; Wei, Yongxin; Jin, Gang; Dong, Xianzhi; Wang, Chunhua; Zhu, Wei",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4546680/
